Title,Price,Manufacturer,Category,Fuel Type,Fiscal Horsepower,Transmission,Mileage,Year,Insertion Date
Volkswagen Passat Berline,72500,Volkswagen,Berline,Diesel,6,Automatique,125000,10.2018,13.02.2024
Tesla Model 3 SR+ 2022,169000,Other,Berline,Electrique,6,Automatique,35000,03.2022,13.02.2024
Fiat Grande Punto,23000,Fiat,Autres,Essence,5,Manuelle,250000,10.2008,13.02.2024
Toyota Land Cruiser 105 GX 24Turbo 1HD-FTE,115000,Toyota,SUV/4x4,Diesel,17,Manuelle,360000,11.2000,28.01.2024
Peugeot 3008,82900,Peugeot,SUV/4x4,Essence,7,Automatique,113000,01.2021,28.01.2024
Porsche Macan TURBO,329000,Porsche,Berline,Essence,29,Automatique,85000,06.2019,28.01.2024
Peugeot 208,35000,Peugeot,Citadine,Essence,4,Manuelle,60000,03.2020,26.02.2024
Toyota Yaris,36400,Toyota,Citadine,Essence,4,Manuelle,83000,02.2020,27.01.2024
Fiat Grande Punto,18500,Fiat,Citadine,Essence,5,Manuelle,244980,05.2009,28.01.2024
MG 5,55000,MG,Berline,Essence,7,Automatique,98000,11.2022,28.01.2024
Porsche Cayenne,42000,Porsche,SUV/4x4,Essence,27,Automatique,250000,09.2005,13.02.2024
Volkswagen Polo 7,26500,Volkswagen,Citadine,Essence,5,Manuelle,197000,01.2012,13.02.2024
Peugeot 2008,50500,Peugeot,SUV/4x4,Essence,5,Manuelle,68000,03.2017,13.02.2024
MG ZS Luxury,60000,MG,SUV/4x4,Essence,7,Automatique,123000,12.2018,13.02.2024
Audi Q2,82000,Audi,SUV/4x4,Essence,6,Automatique,220000,12.2018,13.02.2024
Renault Clio 4 dynamique,40000,Renault,Citadine,Essence,4,Manuelle,39000,11.2020,13.02.2024
Chevrolet Captiva,36000,Chevrolet,SUV/4x4,Diesel,10,Automatique,320000,07.2007,13.02.2024
Peugeot 308 Bleu métallique,29000,Peugeot,Compacte,Essence,6,Manuelle,250000,03.2012,13.02.2024
Land Rover Range Rover Sport Essence 32CV,55000,Land Rover,SUV/4x4,Essence,32,Automatique,150000,12.2009,28.01.2024
Renault Megane,55000,Renault,Compacte,Diesel,4,Manuelle,195000,01.2019,28.01.2024
Seat Leon SC SC,46900,Seat,Coupé,Essence,6,Manuelle,113000,05.2016,28.01.2024
Citroën C3,27000,Citroën,Autres,Essence,5,Manuelle,239000,03.2012,28.01.2024
Peugeot 208,45000,Peugeot,Berline,Diesel,5,Manuelle,100000,01.2020,28.01.2024
Toyota Corolla,75000,Toyota,Citadine,Essence,6,Automatique,75000,06.2020,28.01.2024
BMW Série 3 Sport,83500,BMW,Berline,Essence,10,Automatique,174000,04.2014,28.01.2024
Porsche Cayenne v6 kit turbo,179000,Porsche,SUV/4x4,Essence,21,Automatique,90000,06.2012,28.01.2024
DS 3,33900,DS,Coupé,Essence,5,Manuelle,91000,03.2018,28.01.2024
KIA Picanto,35000,KIA,Compacte,Essence,5,Automatique,130000,05.2016,23.02.2024
Mercedes-Benz ML 55 AMG,30000,Mercedes,Autres,Essence,27,Automatique,180000,11.2000,23.02.2024
MG eHS Suv,133500,MG,SUV/4x4,Hybride rechargeable essence,7,Automatique,48000,05.2022,23.02.2024
BMW Série 1 M sport,137000,BMW,Compacte,Essence,8,Automatique,40000,03.2021,23.02.2024
Fiat 500 Lounge,49000,Fiat,Citadine,Essence,4,Manuelle,63000,03.2019,23.02.2024
BMW Série 7,123000,BMW,Berline,Essence,31,Automatique,174000,08.2009,23.02.2024
Volkswagen T-Cross 1.0 L Highline BVA,95000,Volkswagen,SUV/4x4,Essence,7,Automatique,20,11.2023,23.02.2024
Land Rover Range Rover Velar,285000,Land Rover,SUV/4x4,Diesel,14,Automatique,80000,06.2018,23.02.2024
Suzuki Baleno,48500,Suzuki,Autres,Essence,5,Automatique,85400,10.2017,08.02.2024
Honda City,48000,Honda,Berline,Essence,7,Automatique,80000,08.2020,08.02.2024
Tesla Model 3 Long Range Performance,225000,Other,Berline,Electrique,10,Automatique,115000,08.2019,08.02.2024
Tesla Model X Long Range,375000,Other,SUV/4x4,Electrique,10,Automatique,107000,05.2019,08.02.2024
Mercedes-Benz Classe C Avantgarde,43000,Mercedes,Berline,Diesel,10,Automatique,345000,01.2008,08.02.2024
Nissan Qashqai,63000,Nissan,SUV/4x4,Essence,6,Automatique,99000,05.2017,08.02.2024
Peugeot 2008 Active,49000,Peugeot,Berline,Essence,5,Manuelle,62000,05.2018,08.02.2024
KIA Sportage 1.6 GDI,87500,KIA,SUV/4x4,Essence,8,Automatique,105000,01.2019,08.02.2024
Peugeot 206+,24500,Peugeot,Citadine,Essence,4,Manuelle,175000,09.2012,08.02.2024
Dacia Dokker Van,28000,Dacia,Utilitaire,Diesel,6,Manuelle,185000,02.2019,08.02.2024
Alfa Romeo Giulietta Quadrifoglio,49000,Alfa Romeo,Citadine,Essence,9,Manuelle,145000,03.2012,08.02.2024
MG ZS,53000,MG,Berline,Essence,7,Manuelle,140000,10.2019,08.02.2024
BMW Série 4 Gran Coupé,88000,BMW,Berline,Essence,7,Automatique,160000,12.2017,23.02.2024
Mercedes-Benz GLC Coupé,248000,Mercedes,Coupé,Essence,12,Automatique,33500,08.2019,23.02.2024
Renault Megane Sedan,51000,Renault,Berline,Essence,7,Manuelle,68000,07.2017,23.02.2024
Mercedes-Benz Classe E E300,61000,Mercedes,Berline,Essence,15,Automatique,245000,03.2011,23.02.2024
Mercedes-Benz Classe E E200,167000,Mercedes,Berline,Essence,9,Automatique,79000,08.2020,23.02.2024
Porsche Cayenne TURBO,91000,Porsche,SUV/4x4,Essence,43,Automatique,120000,01.2008,23.02.2024
Mercedes-Benz GLE Coupé 350 E,389000,Mercedes,Coupé,Hybride rechargeable essence,9,Automatique,101000,05.2022,23.02.2024
BMW Série 1 KIT M,133000,BMW,Compacte,Essence,8,Automatique,60000,12.2020,23.02.2024
Mercedes-Benz Classe E E 180 KIT AMG,181000,Mercedes,Berline,Essence,9,Automatique,41000,05.2019,23.02.2024
BMW Série 3,221000,BMW,Berline,Essence,10,Automatique,60000,12.2020,23.02.2024
Ford C-Max Ghia,23000,Ford,Monospace,Diesel,6,Manuelle,151000,12.2009,23.02.2024
Mercedes-Benz Classe A AMG,160000,Mercedes,Compacte,Hybride essence,6,Automatique,25000,04.2021,23.02.2024
Volkswagen Golf 7,50000,Volkswagen,Citadine,Essence,5,Manuelle,172000,05.2016,27.01.2024
Honda City,39500,Honda,Berline,Essence,7,Manuelle,170000,08.2017,27.01.2024
Peugeot 4008,51000,Peugeot,SUV/4x4,Essence,9,Manuelle,110000,01.2014,27.01.2024
Toyota Yaris Sedan,35000,Toyota,Utilitaire,Essence,5,Manuelle,194000,09.2014,27.01.2024
Mercedes-Benz Classe C coupé C180 Coupé,67000,Mercedes,Coupé,Essence,9,Automatique,160000,08.2011,27.01.2024
Nissan Qashqai Pure,69000,Nissan,SUV/4x4,Diesel,7,Manuelle,31000,11.2017,27.01.2024
Jaguar F-Pace R-DYNAMIC,185000,Jaguar,SUV/4x4,Diesel,10,Automatique,165000,07.2017,26.02.2024
Volkswagen Golf 8 R_line 1.5,125000,Volkswagen,Citadine,Essence,8,Automatique,70000,07.2021,26.02.2024
Audi Q5,215000,Audi,SUV/4x4,Diesel,11,Automatique,100000,09.2018,26.02.2024
Porsche Cayenne Kit GTS,172000,Porsche,SUV/4x4,Essence,30,Automatique,142000,09.2011,22.02.2024
Renault Fluence Très bon état,40000,Renault,Berline,Essence,7,Manuelle,173000,09.2013,22.02.2024
BMW Série 4 Gran Coupé Business line,125000,BMW,Berline,Essence,7,Automatique,130000,04.2019,22.02.2024
Land Rover Range Rover Velar Blanc,290000,Land Rover,SUV/4x4,Essence,20,Automatique,50000,10.2018,23.02.2024
Smart ForTwo Perfect,60000,Smart,Cabriolet,Essence,5,Automatique,60000,06.2018,23.02.2024
Nissan Patrol,27500,Nissan,SUV/4x4,Diesel,11,Manuelle,300000,01.1991,23.02.2024
Volkswagen Passat,67000,Volkswagen,Compacte,Essence,7,Manuelle,103000,03.2016,23.02.2024
Mercedes-Benz Classe A 250e Amg,150000,Mercedes,Compacte,Hybride essence,8,Automatique,70000,01.2021,23.02.2024
Land Rover Range Rover Evoque Hse d180,250000,Land Rover,SUV/4x4,Hybride diesel,11,Automatique,49000,02.2020,23.02.2024
BMW Série 3 320i,160000,BMW,Berline,Essence,10,Automatique,42000,10.2021,23.02.2024
Renault Symbol Élégance,35000,Renault,Citadine,Essence,5,Manuelle,100000,06.2016,23.02.2024
BMW Série 3 M,52000,BMW,Berline,Diesel,7,Manuelle,260000,01.2011,23.02.2024
Toyota Avensis 115 D-4D LINEA SOL,25000,Toyota,Berline,Diesel,7,Manuelle,202000,08.2003,09.02.2024
Land Rover Discovery Sport,135000,Land Rover,SUV/4x4,Diesel,8,Automatique,140000,06.2017,09.02.2024
Audi Q3 Sportback,189000,Audi,SUV/4x4,Essence,9,Automatique,13000,09.2023,09.02.2024
KIA Sportage GT LINE AWD,101000,KIA,SUV/4x4,Diesel,10,Automatique,114000,12.2016,09.02.2024
KIA Optima,43000,KIA,Berline,Essence,10,Automatique,234000,04.2012,09.02.2024
Peugeot 208 Blanc nacré,42500,Peugeot,Citadine,Essence,4,Manuelle,39436,05.2018,09.02.2024
Peugeot 301,21000,Peugeot,Berline,Essence,5,Manuelle,176000,07.2013,09.02.2024
Jaguar XJ L,160000,Jaguar,Berline,Essence,17,Automatique,180000,11.2017,09.02.2024
Hyundai Grand i10,42500,Hyundai,Citadine,Essence,4,Manuelle,30000,03.2021,09.02.2024
Peugeot 208,25000,Peugeot,Berline,Essence,5,Manuelle,170000,07.2017,10.02.2024
Peugeot 5008,95000,Peugeot,Citadine,Essence,6,Automatique,138361,11.2019,10.02.2024
Mercedes-Benz Classe C Pack AMG,114000,Mercedes,Berline,Essence,8,Automatique,120000,01.2016,10.02.2024
BMW Série 3 coupé e46 pack M,43000,BMW,Coupé,Essence,7,Manuelle,230000,01.2003,23.02.2024
Volkswagen Polo Prestige,57000,Volkswagen,Citadine,Essence,5,Manuelle,64000,11.2019,23.02.2024
Volkswagen Golf 7 Smart line,57000,Smart,Compacte,Essence,5,Automatique,121000,10.2016,14.02.2024
Volkswagen Golf 6 Confort,45000,Volkswagen,Compacte,Essence,5,Manuelle,154000,09.2011,14.02.2024
Chevrolet Cruze,31000,Chevrolet,Berline,Essence,7,Manuelle,270000,07.2014,22.02.2024
Peugeot 208,33000,Peugeot,Citadine,Essence,4,Manuelle,82000,12.2019,22.02.2024
Seat Ibiza,46000,Seat,Citadine,Essence,4,Manuelle,50800,07.2018,14.02.2024
Mercedes-Benz Classe C AMG,120000,Mercedes,Berline,Diesel,9,Automatique,133000,04.2014,22.02.2024
Volkswagen Polo Ambition,62000,Volkswagen,Citadine,Essence,4,Manuelle,13000,09.2021,22.02.2024
Alfa Romeo Stelvio sport,150000,Alfa Romeo,SUV/4x4,Essence,17,Automatique,73000,05.2019,22.02.2024
Jeep Wrangler Sahara,235000,Jeep,SUV/4x4,Essence,20,Automatique,63000,06.2017,22.02.2024
MG 5,59000,MG,Berline,Essence,7,Automatique,20000,04.2022,22.02.2024
Fiat Punto,10000,Fiat,Citadine,Essence,4,Manuelle,300000,11.1998,14.02.2024
Mercedes-Benz Classe C 180 Avant-garde,65000,Mercedes,Berline,Essence,9,Manuelle,192000,01.2012,22.02.2024
KIA Sportage Gt line,115000,KIA,SUV/4x4,Essence,11,Automatique,50000,11.2020,22.02.2024
Mahindra KUV 100 k8,37500,Mahindra,Compacte,Essence,5,Manuelle,39500,03.2021,22.02.2024
Chevrolet Sonic,36000,Chevrolet,Berline,Essence,5,Manuelle,84000,06.2018,22.02.2024
Volkswagen Jetta,90000,Volkswagen,Berline,Essence,7,Automatique,34000,08.2018,14.02.2024
Seat Leon Style,62500,Seat,Compacte,Essence,6,Manuelle,109000,08.2019,14.02.2024
Volkswagen T-Cross Comfortline,76000,Volkswagen,SUV/4x4,Essence,6,Manuelle,400,12.2023,14.02.2024
Haval H6,86000,Haval,SUV/4x4,Essence,9,Automatique,50000,01.2020,26.02.2024
Nissan Sunny Toutes option,30000,Nissan,Berline,Essence,6,Manuelle,165000,06.2015,14.02.2024
BMW Série 3 Modern,67000,BMW,Berline,Essence,7,Automatique,180000,01.2015,26.02.2024
Porsche Panamera PLATINUM édition,255000,Porsche,Berline,Essence,20,Automatique,100000,01.2014,26.02.2024
Land Rover Range Rover Velar R_dynamique D300,350000,Land Rover,SUV/4x4,Diesel,19,Automatique,100000,09.2019,26.02.2024
Peugeot 3008 GT-line,77000,Peugeot,SUV/4x4,Essence,9,Automatique,260000,08.2017,26.02.2024
Porsche Macan S,185000,Porsche,SUV/4x4,Essence,23,Automatique,110000,01.2015,26.02.2024
Mercedes-Benz Classe C 180, kit AMG,198000,Mercedes,Berline,Hybride essence,10,Automatique,23000,04.2022,15.02.2024
Volkswagen Polo Sedan 1.4,39000,Volkswagen,Citadine,Essence,5,Manuelle,110000,07.2017,26.02.2024
Volkswagen Golf 7 Bluemotion,55000,Volkswagen,Monospace,Diesel,5,Automatique,240000,05.2013,15.02.2024
KIA Seltos,98000,KIA,SUV/4x4,Essence,8,Automatique,47000,11.2021,26.02.2024
Citroën C3 Shine,44500,Citroën,Citadine,Essence,4,Manuelle,55000,12.2019,26.02.2024
Fiat 500,55000,Fiat,Citadine,Essence,4,Automatique,37000,05.2021,22.02.2024
Renault Kadjar Blue Sport Edition 2 1.5 DCI,80000,Renault,SUV/4x4,Diesel,6,Manuelle,113000,03.2019,05.02.2024
Renault Clio 4,42000,Renault,Berline,Diesel,5,Manuelle,107518,01.2019,05.02.2024
Ford Focus Gia,29000,Ford,Coupé,Essence,6,Manuelle,195000,11.2010,05.02.2024
Peugeot 301,19000,Peugeot,Berline,Essence,5,Manuelle,150000,06.2014,05.02.2024
Ford Focus,38000,Ford,Berline,Essence,6,Manuelle,135000,09.2016,05.02.2024
Mercedes-Benz Classe E coupé Avantgarde,88000,Mercedes,Coupé,Essence,11,Automatique,73560,08.2011,05.02.2024
Peugeot 3008 GT.LINE,89500,Peugeot,SUV/4x4,Essence,9,Automatique,129000,05.2018,05.02.2024
Mazda 2 017,40000,Mazda,Citadine,Essence,6,Manuelle,164000,03.2017,06.02.2024
Mazda 3,24500,Mazda,Compacte,Essence,6,Manuelle,251000,09.2012,06.02.2024
Volkswagen Vento GT,21800,Volkswagen,Berline,Essence,9,Manuelle,290000,06.1996,06.02.2024
Audi A5 Sportback High tech,200000,Audi,Berline,Essence,8,Automatique,17000,12.2021,06.02.2024
Citroën C4,39000,Citroën,Compacte,Essence,6,Manuelle,93000,11.2018,06.02.2024
Haval H6,85000,Haval,SUV/4x4,Essence,9,Automatique,77000,03.2021,21.02.2024
Mercedes-Benz Classe C,68000,Mercedes,Berline,Essence,9,Automatique,194000,05.2011,21.02.2024
Hyundai Accent Full option  boîte automatique,74000,Hyundai,Berline,Essence,6,Automatique,10000,03.2022,21.02.2024
Mini 3 portes,58000,Mini,Coupé,Essence,4,Manuelle,146000,01.2016,21.02.2024
Ford Focus Ghia,30000,Ford,Coupé,Essence,6,Manuelle,222000,06.2011,21.02.2024
Fiat Punto Evo xx,24000,Fiat,Compacte,Essence,4,Manuelle,100000,05.2013,21.02.2024
Mercedes-Benz CLA,105000,Mercedes,Berline,Essence,7,Automatique,44000,06.2018,21.02.2024
Mahindra XUV 300 W8,62000,Mahindra,SUV/4x4,Essence,6,Manuelle,5000,06.2023,22.02.2024
Ford Fiesta,31000,Ford,Coupé,Essence,6,Manuelle,204000,02.2017,22.02.2024
Mercedes-Benz Classe A AMG,90000,Mercedes,Compacte,Essence,6,Automatique,45000,11.2015,22.02.2024
BMW Série 3 Bonne,63000,BMW,Berline,Essence,7,Automatique,202000,09.2015,22.02.2024
Renault Clio,49500,Renault,Citadine,Essence,4,Manuelle,33000,03.2019,22.02.2024
Seat Leon Style plus,59000,Seat,Citadine,Essence,6,Manuelle,130000,05.2018,22.02.2024
Mercedes-Benz Classe C C200,54000,Mercedes,Berline,Diesel,8,Automatique,235000,10.2009,22.02.2024
KIA Rio 5p,64000,KIA,Berline,Essence,5,Manuelle,7500,07.2023,22.02.2024
Hyundai Grand i10 très propre,36000,Hyundai,Citadine,Essence,5,Manuelle,160000,02.2017,22.02.2024
Land Rover Range Rover Sport,380000,Land Rover,SUV/4x4,Hybride essence,22,Automatique,57000,01.2020,22.02.2024
Peugeot 2008 Allure,45900,Peugeot,SUV/4x4,Essence,6,Manuelle,147000,11.2017,22.02.2024
Volkswagen Golf 7,87000,Volkswagen,Berline,Essence,9,Automatique,17000,05.2020,22.02.2024
Mercedes-Benz Classe A Citadine,56000,Mercedes,Citadine,Diesel,5,Manuelle,200000,03.2014,22.02.2024
Ford Fiesta,25000,Ford,Compacte,Essence,5,Manuelle,270000,08.2010,22.02.2024
Fiat Doblo,29000,Fiat,Autres,Diesel,5,Manuelle,170000,03.2020,22.02.2024
Land Rover Range Rover Sport Sport SDV6,275000,Land Rover,SUV/4x4,Diesel,16,Automatique,90000,08.2017,22.02.2024
Ford Fiesta Titanium,32000,Ford,Autres,Essence,5,Manuelle,162000,07.2017,14.02.2024
Seat Arona,70000,Seat,SUV/4x4,Essence,6,Automatique,65000,11.2020,14.02.2024
Citroën C4 Berline,38000,Citroën,Berline,Essence,6,Manuelle,210000,12.2015,03.02.2024
Audi A4,45000,Audi,Berline,Essence,8,Automatique,300000,11.2015,03.02.2024
Chevrolet Cruze,40000,Chevrolet,Berline,Essence,7,Manuelle,145000,02.2019,04.02.2024
Fiat Fiorino,36000,Fiat,Utilitaire,Diesel,5,Manuelle,80000,01.2020,09.02.2024
BMW Série 3 F30 PACK M,77000,BMW,Berline,Essence,10,Automatique,250000,04.2014,10.02.2024
Mercedes-Benz 220 KIT AMG,95000,Mercedes,Berline,Diesel,9,Automatique,86000,04.2013,12.02.2024
Suzuki Dzire Glx,35000,Suzuki,Berline,Essence,5,Manuelle,220000,01.2019,12.02.2024
Suzuki Celerio populaire,32500,Suzuki,Compacte,Essence,4,Manuelle,77000,06.2018,26.01.2024
Chery Arrizo 5,49000,Chery,Berline,Essence,7,Manuelle,66000,10.2020,27.01.2024
Toyota Yaris Sedan,50000,Toyota,Citadine,Essence,6,Manuelle,33000,09.2021,31.01.2024
Citroën C4 Berline,38000,Citroën,Berline,Essence,6,Manuelle,210000,12.2015,03.02.2024
Audi A4,45000,Audi,Berline,Essence,8,Automatique,300000,11.2015,03.02.2024
Chevrolet Cruze,40000,Chevrolet,Berline,Essence,7,Manuelle,145000,02.2019,04.02.2024
Fiat Fiorino,36000,Fiat,Utilitaire,Diesel,5,Manuelle,80000,01.2020,09.02.2024
BMW Série 3 F30 PACK M,77000,BMW,Berline,Essence,10,Automatique,250000,04.2014,10.02.2024
Mercedes-Benz 220 KIT AMG,95000,Mercedes,Berline,Diesel,9,Automatique,86000,04.2013,12.02.2024
Suzuki Dzire Glx,35000,Suzuki,Berline,Essence,5,Manuelle,220000,01.2019,12.02.2024
Volkswagen Touareg R5 TDI,35000,Volkswagen,SUV/4x4,Diesel,12,Manuelle,180000,12.2003,15.02.2024
Mercedes-Benz Classe C Kit AMG,106000,Mercedes,Berline,Essence,8,Automatique,160000,07.2015,15.02.2024
Hyundai i20,42000,Hyundai,Compacte,Essence,5,Manuelle,113000,08.2018,20.02.2024
Peugeot 2008,35000,Peugeot,SUV/4x4,Essence,5,Manuelle,175000,05.2016,22.02.2024
Chery Tiggo 2,49400,Chery,SUV/4x4,Essence,6,Manuelle,45000,05.2020,26.02.2024
Haval H6,65000,Haval,SUV/4x4,Essence,9,Automatique,82730,06.2018,19.01.2024
Mini Cooper S,34000,Mini,Autres,Essence,5,Manuelle,20127,03.2009,19.01.2024
Mercedes-Benz Classe C AMG Sport Pack,62000,Mercedes,Berline,Essence,9,Automatique,158000,01.2009,19.01.2024
Mercedes-Benz Classe C AVANT GARDE,98000,Mercedes,Citadine,Essence,8,Automatique,113000,08.2014,19.01.2024
Mercedes-Benz Classe C 200 kit AMG,218000,Mercedes,Berline,Hybride essence,11,Automatique,25000,01.2022,19.01.2024
Mercedes-Benz Classe C C180 Kit Amg,122000,Mercedes,Berline,Essence,8,Automatique,62000,07.2015,19.01.2024
Audi A6 TOUTE OPTION,108000,Audi,Berline,Essence,10,Automatique,125000,07.2017,19.01.2024
Porsche Cayenne,160000,Porsche,Monospace,Essence,21,Automatique,148000,06.2013,22.01.2024
Volkswagen Golf 7 Sound,77000,Volkswagen,Compacte,Essence,6,Manuelle,73000,06.2017,22.01.2024
KIA Sportage,59500,KIA,SUV/4x4,Diesel,9,Manuelle,180000,12.2012,22.01.2024
Citroën Nemo 1.3,28500,Citroën,Pick up,Diesel,5,Manuelle,60000,01.2017,22.01.2024
Mercedes-Benz CLA 200 kitAMG Plus Essence 9cv,179000,Mercedes,Coupé,Essence,9,Automatique,33000,12.2019,22.01.2024
Fiat Punto Classic,18500,Fiat,Citadine,Essence,5,Manuelle,220000,06.2007,22.01.2024
Volkswagen Golf 7,44500,Volkswagen,Citadine,Essence,5,Manuelle,154000,04.2014,26.01.2024
Hyundai i10,25000,Hyundai,Citadine,Essence,4,Manuelle,170000,11.2013,26.01.2024
Hyundai i20,28000,Hyundai,Citadine,Essence,4,Manuelle,172000,02.2014,26.01.2024
Citroën C3 excellente,33500,Citroën,Citadine,Essence,4,Manuelle,110000,01.2020,26.01.2024
Opel Meriva BLANC,36000,Opel,Citadine,Diesel,6,Manuelle,123000,03.2012,26.01.2024
Mercedes-Benz Classe E,73000,Mercedes,Berline,Essence,12,Automatique,240000,03.2013,26.01.2024
Seat Ibiza Excellence,83192,Seat,Autres,Essence,4,Manuelle,27000,10.2021,26.01.2024
Mercedes-Benz Classe S 500,100000,Mercedes,Autres,Essence,25,Automatique,163000,06.2006,27.01.2024
Hyundai i10,33000,Hyundai,Coupé,Essence,5,Manuelle,165000,08.2018,27.01.2024
BMW X3 Pack M Édition limitée,250000,BMW,SUV/4x4,Diesel,8,Automatique,58000,07.2020,27.01.2024
Citroën DS3 Sport chic,30000,Citroën,Coupé,Essence,5,Manuelle,122000,10.2013,27.01.2024
Volkswagen Golf 7 1.2 TSI SMARTLINE,53000,Smart,Citadine,Essence,5,Manuelle,170000,02.2016,27.01.2024
Suzuki Celerio populaire,32500,Suzuki,Compacte,Essence,4,Manuelle,77000,06.2018,26.01.2024
Chery Arrizo 5,49000,Chery,Berline,Essence,7,Manuelle,66000,10.2020,27.01.2024
Toyota Yaris Sedan,50000,Toyota,Citadine,Essence,6,Manuelle,33000,09.2021,31.01.2024
Citroën C4 Berline,38000,Citroën,Berline,Essence,6,Manuelle,210000,12.2015,03.02.2024
Audi A4,45000,Audi,Berline,Essence,8,Automatique,300000,11.2015,03.02.2024
Chevrolet Cruze,40000,Chevrolet,Berline,Essence,7,Manuelle,145000,02.2019,04.02.2024
Fiat Fiorino,36000,Fiat,Utilitaire,Diesel,5,Manuelle,80000,01.2020,09.02.2024
BMW Série 3 F30 PACK M,77000,BMW,Berline,Essence,10,Automatique,250000,04.2014,10.02.2024
Mercedes-Benz 220 KIT AMG,95000,Mercedes,Berline,Diesel,9,Automatique,86000,04.2013,12.02.2024
Suzuki Dzire Glx,35000,Suzuki,Berline,Essence,5,Manuelle,220000,01.2019,12.02.2024
Suzuki Celerio populaire,32500,Suzuki,Compacte,Essence,4,Manuelle,77000,06.2018,26.01.2024
Chery Arrizo 5,49000,Chery,Berline,Essence,7,Manuelle,66000,10.2020,27.01.2024
Toyota Yaris Sedan,50000,Toyota,Citadine,Essence,6,Manuelle,33000,09.2021,31.01.2024
Peugeot 208,29500,Peugeot,Citadine,Essence,5,Manuelle,110000,03.2015,24.01.2024
BMW Série 4 Coupé,120000,BMW,Coupé,Essence,7,Automatique,78000,10.2017,24.01.2024
Mercedes-Benz GLA 200 AMG,195000,Mercedes,SUV/4x4,Essence,9,Automatique,81000,09.2021,24.01.2024
Ssangyong Tivoli Manuel ttes options,48500,Ssangyong,SUV/4x4,Essence,7,Manuelle,98600,10.2017,25.01.2024
Dacia Duster,43000,Dacia,Autres,Essence,7,Manuelle,181000,10.2014,25.01.2024
Chevrolet Sonic 4p,36000,Chevrolet,Berline,Essence,5,Manuelle,90000,06.2018,25.01.2024
KIA Picanto BVA GT LINE,43500,KIA,Citadine,Essence,5,Automatique,49520,09.2019,25.01.2024
Renault Megane 4,65000,Renault,Berline,Essence,7,Manuelle,80000,06.2021,25.01.2024
BMW Série 3 LOUNGE,168000,BMW,Citadine,Essence,9,Automatique,65000,05.2021,19.01.2024
Mercedes-Benz Classe A amg,135000,Mercedes,Compacte,Essence,7,Automatique,56000,01.2019,19.01.2024
Mercedes-Benz Classe A A200 Kit AMG,148000,Mercedes,Autres,Essence,9,Automatique,19000,02.2019,19.01.2024
Renault Kadjar,79000,Renault,Autres,Diesel,6,Automatique,169000,08.2019,19.01.2024
Mini 3 portes COOPER,45000,Mini,Autres,Essence,7,Automatique,79000,01.2010,19.01.2024
Mahindra KUV 100,32000,Mahindra,Citadine,Essence,5,Manuelle,46000,09.2020,20.01.2024
Peugeot 208 Gt line,38500,Peugeot,Citadine,Essence,4,Manuelle,58000,01.2021,20.01.2024
Volkswagen Golf 7 IQ. DRIVE,80000,Volkswagen,Berline,Essence,6,Manuelle,103000,09.2019,20.01.2024
Audi A6,84000,Audi,Berline,Diesel,9,Manuelle,330000,04.2012,20.01.2024
Toyota Land Cruiser,265000,Toyota,SUV/4x4,Diesel,11,Automatique,88000,10.2017,20.01.2024
Seat Leon 2 portes,55000,Seat,Citadine,Essence,6,Manuelle,73000,12.2018,20.01.2024
Peugeot Landtrek Double Cabine,85000,Peugeot,Pick up,Diesel,6,Manuelle,60000,02.2022,20.01.2024
Renault Kadjar,76500,Renault,SUV/4x4,Essence,7,Manuelle,81000,01.2020,20.01.2024
Nissan Qashqai,73000,Nissan,Autres,Essence,7,Manuelle,71100,12.2018,20.01.2024
Mercedes-Benz Classe E coupé AMG,77000,Mercedes,Coupé,Essence,11,Automatique,148000,11.2011,21.01.2024
Mini 5 portes Cooper 5 portes,69500,Mini,Berline,Essence,5,Automatique,34000,06.2016,21.01.2024
BMW Série 3 M,235000,BMW,Berline,Essence,10,Automatique,14000,12.2022,21.01.2024
Alfa Romeo Giulietta,43000,Alfa Romeo,Coupé,Essence,9,Automatique,182000,08.2015,21.01.2024
Suzuki Swift Bon état/ Première main,29000,Suzuki,Citadine,Essence,5,Manuelle,175000,08.2017,21.01.2024
Seat Ibiza,39000,Seat,Compacte,Essence,4,Manuelle,140000,08.2018,21.01.2024
Isuzu Mu-x,235000,Isuzu,SUV/4x4,Diesel,17,Automatique,64000,11.2021,21.01.2024
Ssangyong Tivoli,66000,Ssangyong,SUV/4x4,Essence,7,Manuelle,35000,07.2018,21.01.2024
BMW X3 S line,85000,BMW,SUV/4x4,Essence,9,Automatique,260000,05.2015,21.01.2024
Citroën C3 Aircross,51000,Citroën,SUV/4x4,Essence,6,Automatique,40000,02.2020,21.01.2024
Audi Q2 tdi boite auto,120000,Audi,Berline,Diesel,6,Automatique,115000,01.2020,21.01.2024
Hyundai Tucson Hybride tucson Nline neuf,155000,Hyundai,Berline,Hybride diesel,7,Automatique,60000,01.2022,21.01.2024
Renault Clio Dynamique,39000,Renault,Citadine,Essence,5,Manuelle,110000,11.2015,22.01.2024
KIA Rio 5p Prestige,54000,KIA,Citadine,Essence,5,Manuelle,52200,02.2020,22.01.2024
Mercedes-Benz Classe S 350 DIESEL,89000,Mercedes,Berline,Diesel,15,Automatique,225000,06.2008,22.01.2024
KIA Rio 5p Prestige,65000,KIA,Coupé,Essence,5,Manuelle,30000,04.2021,22.01.2024
